time,price
2026-03-07T22:00:00+00:00,1.36
2026-03-07T22:00:01+00:00,1.36
2026-03-07T22:00:02+00:00,1.36
2026-03-07T22:00:03+00:00,1.36
2026-03-07T22:00:04+00:00,1.36
2026-03-07T22:00:05+00:00,1.36
2026-03-07T22:00:06+00:00,1.36
2026-03-07T22:00:07+00:00,1.36
2026-03-07T22:00:08+00:00,1.36
2026-03-07T22:00:11+00:00,1.36
2026-03-07T22:00:12+00:00,1.36
2026-03-07T22:00:13+00:00,1.36
2026-03-07T22:00:14+00:00,1.36
2026-03-07T22:00:16+00:00,1.36
2026-03-07T22:00:17+00:00,1.36
2026-03-07T22:00:18+00:00,1.36
2026-03-07T22:00:20+00:00,1.36
2026-03-07T22:00:22+00:00,1.36
2026-03-07T22:00:23+00:00,1.36
2026-03-07T22:00:25+00:00,1.36
2026-03-07T22:00:26+00:00,1.36
2026-03-07T22:00:27+00:00,1.36
2026-03-07T22:00:28+00:00,1.36
2026-03-07T22:00:29+00:00,1.36
2026-03-07T22:00:30+00:00,1.36
2026-03-07T22:00:34+00:00,1.36
2026-03-07T22:00:35+00:00,1.36
2026-03-07T22:00:36+00:00,1.36
2026-03-07T22:00:37+00:00,1.36
2026-03-07T22:00:38+00:00,1.36
2026-03-07T22:00:39+00:00,1.36
2026-03-07T22:00:41+00:00,1.36
2026-03-07T22:00:42+00:00,1.36
2026-03-07T22:00:43+00:00,1.36
2026-03-07T22:00:45+00:00,1.36
2026-03-07T22:00:46+00:00,1.36
2026-03-07T22:00:47+00:00,1.36
2026-03-07T22:00:48+00:00,1.36
2026-03-07T22:00:49+00:00,1.36
2026-03-07T22:00:50+00:00,1.36
2026-03-07T22:00:51+00:00,1.36
2026-03-07T22:00:52+00:00,1.36
2026-03-07T22:00:53+00:00,1.36
2026-03-07T22:00:54+00:00,1.36
2026-03-07T22:00:57+00:00,1.36
2026-03-07T22:00:58+00:00,1.36
2026-03-07T22:00:59+00:00,1.36
2026-03-07T22:01:00+00:00,1.36
2026-03-07T22:01:01+00:00,1.36
2026-03-07T22:01:04+00:00,1.36
2026-03-07T22:01:05+00:00,1.36
2026-03-07T22:01:06+00:00,1.36
2026-03-07T22:01:11+00:00,1.36
2026-03-07T22:01:12+00:00,1.36
2026-03-07T22:01:13+00:00,1.36
2026-03-07T22:01:14+00:00,1.36
2026-03-07T22:01:15+00:00,1.36
2026-03-07T22:01:16+00:00,1.36
2026-03-07T22:01:17+00:00,1.36
2026-03-07T22:01:18+00:00,1.36
2026-03-07T22:01:19+00:00,1.36
2026-03-07T22:01:22+00:00,1.36
2026-03-07T22:01:24+00:00,1.36
2026-03-07T22:01:26+00:00,1.36
2026-03-07T22:01:27+00:00,1.36
2026-03-07T22:01:28+00:00,1.36
2026-03-07T22:01:30+00:00,1.36
2026-03-07T22:01:33+00:00,1.36
2026-03-07T22:01:34+00:00,1.36
2026-03-07T22:01:35+00:00,1.36
2026-03-07T22:01:38+00:00,1.36
2026-03-07T22:01:40+00:00,1.36
2026-03-07T22:01:41+00:00,1.36
2026-03-07T22:01:42+00:00,1.36
2026-03-07T22:01:44+00:00,1.36
2026-03-07T22:01:46+00:00,1.36
2026-03-07T22:01:47+00:00,1.36
2026-03-07T22:01:48+00:00,1.36
2026-03-07T22:01:50+00:00,1.36
2026-03-07T22:01:52+00:00,1.36
2026-03-07T22:01:53+00:00,1.36
2026-03-07T22:01:54+00:00,1.36
2026-03-07T22:01:56+00:00,1.36
2026-03-07T22:01:57+00:00,1.36
2026-03-07T22:01:58+00:00,1.36
2026-03-07T22:02:00+00:00,1.36
2026-03-07T22:02:01+00:00,1.36
2026-03-07T22:02:02+00:00,1.36
2026-03-07T22:02:04+00:00,1.36
2026-03-07T22:02:07+00:00,1.36
2026-03-07T22:02:09+00:00,1.36
2026-03-07T22:02:10+00:00,1.36
2026-03-07T22:02:11+00:00,1.36
2026-03-07T22:02:12+00:00,1.36
2026-03-07T22:02:13+00:00,1.36
2026-03-07T22:02:15+00:00,1.36
2026-03-07T22:02:17+00:00,1.36
2026-03-07T22:02:18+00:00,1.36
2026-03-07T22:02:19+00:00,1.36
2026-03-07T22:02:21+00:00,1.36
2026-03-07T22:02:23+00:00,1.36
2026-03-07T22:02:25+00:00,1.36
2026-03-07T22:02:26+00:00,1.36
2026-03-07T22:02:27+00:00,1.36
2026-03-07T22:02:28+00:00,1.36
2026-03-07T22:02:30+00:00,1.36
2026-03-07T22:02:31+00:00,1.36
2026-03-07T22:02:32+00:00,1.36
2026-03-07T22:02:34+00:00,1.36
2026-03-07T22:02:37+00:00,1.36
2026-03-07T22:02:38+00:00,1.36
2026-03-07T22:02:40+00:00,1.36
2026-03-07T22:02:44+00:00,1.36
2026-03-07T22:02:45+00:00,1.36
2026-03-07T22:02:46+00:00,1.36
2026-03-07T22:02:47+00:00,1.36
2026-03-07T22:02:49+00:00,1.36
2026-03-07T22:02:50+00:00,1.36
2026-03-07T22:02:51+00:00,1.36
2026-03-07T22:02:53+00:00,1.36
2026-03-07T22:02:54+00:00,1.36
2026-03-07T22:02:55+00:00,1.36
2026-03-07T22:02:56+00:00,1.36
2026-03-07T22:03:01+00:00,1.36
2026-03-07T22:03:02+00:00,1.36
2026-03-07T22:03:04+00:00,1.36
2026-03-07T22:03:07+00:00,1.36
2026-03-07T22:03:08+00:00,1.36
2026-03-07T22:03:09+00:00,1.36
2026-03-07T22:03:13+00:00,1.36
2026-03-07T22:03:14+00:00,1.36
2026-03-07T22:03:15+00:00,1.36
2026-03-07T22:03:17+00:00,1.36
2026-03-07T22:03:18+00:00,1.36
2026-03-07T22:03:19+00:00,1.36
2026-03-07T22:03:20+00:00,1.36
2026-03-07T22:03:21+00:00,1.36
2026-03-07T22:03:23+00:00,1.36
2026-03-07T22:03:25+00:00,1.36
2026-03-07T22:03:26+00:00,1.36
2026-03-07T22:03:27+00:00,1.36
2026-03-07T22:03:29+00:00,1.36
2026-03-07T22:03:30+00:00,1.36
2026-03-07T22:03:31+00:00,1.36
2026-03-07T22:03:33+00:00,1.36
2026-03-07T22:03:36+00:00,1.36
2026-03-07T22:03:37+00:00,1.36
2026-03-07T22:03:38+00:00,1.36
2026-03-07T22:03:39+00:00,1.36
2026-03-07T22:03:43+00:00,1.36
2026-03-07T22:03:44+00:00,1.36
2026-03-07T22:03:45+00:00,1.36
2026-03-07T22:03:46+00:00,1.36
2026-03-07T22:03:47+00:00,1.36
2026-03-07T22:03:49+00:00,1.36
2026-03-07T22:03:50+00:00,1.36
2026-03-07T22:03:51+00:00,1.36
2026-03-07T22:03:52+00:00,1.36
2026-03-07T22:03:53+00:00,1.36
2026-03-07T22:03:54+00:00,1.36
2026-03-07T22:03:55+00:00,1.36
2026-03-07T22:03:56+00:00,1.36
2026-03-07T22:03:57+00:00,1.36
2026-03-07T22:03:58+00:00,1.36
2026-03-07T22:03:59+00:00,1.36
2026-03-07T22:04:01+00:00,1.36
2026-03-07T22:04:02+00:00,1.36
2026-03-07T22:04:03+00:00,1.36
2026-03-07T22:04:04+00:00,1.36
2026-03-07T22:04:05+00:00,1.36
2026-03-07T22:04:07+00:00,1.36
2026-03-07T22:04:09+00:00,1.36
2026-03-07T22:04:10+00:00,1.36
2026-03-07T22:04:12+00:00,1.36
2026-03-07T22:04:13+00:00,1.36
2026-03-07T22:04:16+00:00,1.36
2026-03-07T22:04:17+00:00,1.36
2026-03-07T22:04:19+00:00,1.36
2026-03-07T22:04:20+00:00,1.36
2026-03-07T22:04:22+00:00,1.36
2026-03-07T22:04:23+00:00,1.36
2026-03-07T22:04:26+00:00,1.36
2026-03-07T22:04:28+00:00,1.36
2026-03-07T22:04:30+00:00,1.36
2026-03-07T22:04:32+00:00,1.36
2026-03-07T22:04:34+00:00,1.36
2026-03-07T22:04:35+00:00,1.36
2026-03-07T22:04:37+00:00,1.36
2026-03-07T22:04:40+00:00,1.36
2026-03-07T22:04:41+00:00,1.36
2026-03-07T22:04:43+00:00,1.36
2026-03-07T22:04:44+00:00,1.36
